"trade_id","symbol","action","quantity","cost_basis","date","description","created_at","modified_at","custodian"
489,"AAPL","BUY",1.344989,148.7,"2021-10-25 13:30:00+00",,"2022-11-24 12:40:25.094446+00","2022-11-24 12:40:25.094446+00","ROBINHOOD"
490,"SQ","BUY",0.381795,261.92,"2021-10-27 13:30:00+00",,"2022-11-24 12:40:25.098857+00","2022-11-24 12:40:25.098857+00","ROBINHOOD"
491,"COIN","BUY",0.625371,319.81,"2021-10-28 13:30:00+00",,"2022-11-24 12:40:25.103723+00","2022-11-24 12:40:25.103723+00","ROBINHOOD"
492,"SQ","BUY",0.388726,257.25,"2021-10-28 13:30:00+00",,"2022-11-24 12:40:25.108821+00","2022-11-24 12:40:25.108821+00","ROBINHOOD"
493,"AMZN","BUY",0.090908,3300.04,"2021-10-29 13:30:00+00",,"2022-11-24 12:40:25.113278+00","2022-11-24 12:40:25.113278+00","ROBINHOOD"
494,"COIN","BUY",0.594659,336.33,"2021-11-02 13:30:00+00",,"2022-11-24 12:40:25.120054+00","2022-11-24 12:40:25.120055+00","ROBINHOOD"
495,"SQ","BUY",0.395723,252.7,"2021-11-02 13:31:00+00",,"2022-11-24 12:40:25.124849+00","2022-11-24 12:40:25.124849+00","ROBINHOOD"
496,"SQ","BUY",1.260566,237.99,"2021-11-08 14:30:00+00",,"2022-11-24 12:40:25.12999+00","2022-11-24 12:40:25.12999+00","ROBINHOOD"
497,"XLNX","BUY",1.489277,201.44,"2021-11-08 14:30:00+00",,"2022-11-24 12:40:25.134813+00","2022-11-24 12:40:25.134813+00","ROBINHOOD"
498,"TSLA","SELL",5.135443,1168.35,"2021-11-08 14:52:00+00",,"2022-11-24 12:40:25.1422+00","2022-11-24 12:40:25.1422+00","ROBINHOOD"
499,"TSLA","BUY",2.557061,1173.22,"2021-11-09 14:30:00+00",,"2022-11-24 12:40:25.174433+00","2022-11-24 12:40:25.174433+00","ROBINHOOD"
500,"XLNX","BUY",4.924167,203.08,"2021-11-09 19:50:00+00",,"2022-11-24 12:40:25.179479+00","2022-11-24 12:40:25.179479+00","ROBINHOOD"
501,"TSLA","BUY",0.287677,1042.84,"2021-11-09 19:51:00+00",,"2022-11-24 12:40:25.184208+00","2022-11-24 12:40:25.184208+00","ROBINHOOD"
502,"NVDA","BUY",0.327906,304.97,"2021-11-09 19:52:00+00",,"2022-11-24 12:40:25.190348+00","2022-11-24 12:40:25.190348+00","ROBINHOOD"
503,"COIN","BUY",0.284179,351.89,"2021-11-09 19:53:00+00",,"2022-11-24 12:40:25.195781+00","2022-11-24 12:40:25.195781+00","ROBINHOOD"
504,"SQ","BUY",0.870033,229.88,"2021-11-09 19:53:00+00",,"2022-11-24 12:40:25.200718+00","2022-11-24 12:40:25.200718+00","ROBINHOOD"
505,"AAPL","BUY",0.66302,150.83,"2021-11-09 19:54:00+00",,"2022-11-24 12:40:25.205677+00","2022-11-24 12:40:25.205677+00","ROBINHOOD"
506,"DIS","BUY",0.571869,174.87,"2021-11-09 19:54:00+00",,"2022-11-24 12:40:25.210432+00","2022-11-24 12:40:25.210432+00","ROBINHOOD"
507,"COIN","BUY",3.057172,327.1,"2021-11-10 14:30:00+00",,"2022-11-24 12:40:25.215441+00","2022-11-24 12:40:25.215441+00","ROBINHOOD"
508,"TSLA","BUY",0.976592,1023.97,"2021-11-10 19:57:00+00",,"2022-11-24 12:40:25.220489+00","2022-11-24 12:40:25.220489+00","ROBINHOOD"
509,"COIN","BUY",0.302701,330.36,"2021-11-10 19:59:00+00",,"2022-11-24 12:40:25.22499+00","2022-11-24 12:40:25.22499+00","ROBINHOOD"
510,"SQ","BUY",0.423567,236.09,"2021-11-15 16:12:00+00",,"2022-11-24 12:40:25.229661+00","2022-11-24 12:40:25.229661+00","ROBINHOOD"
511,"AAPL","BUY",0.665402,150.29,"2021-11-15 16:13:00+00",,"2022-11-24 12:40:25.234378+00","2022-11-24 12:40:25.234378+00","ROBINHOOD"
512,"TSLA","BUY",0.298804,1004,"2021-11-16 14:30:00+00",,"2022-11-24 12:40:25.23909+00","2022-11-24 12:40:25.23909+00","ROBINHOOD"
513,"SQ","BUY",0.473911,211.01,"2021-11-26 14:30:00+00",,"2022-11-24 12:40:25.243434+00","2022-11-24 12:40:25.243434+00","ROBINHOOD"
514,"DIS","BUY",0.682609,146.5,"2021-11-26 14:31:00+00",,"2022-11-24 12:40:25.247934+00","2022-11-24 12:40:25.247934+00","ROBINHOOD"
515,"ETH","BUY",0.125,4058.83,"2021-11-28 09:15:00+00",,"2022-11-24 12:40:25.252673+00","2022-11-24 12:40:25.252674+00","ROBINHOOD"
516,"COIN","BUY",0.32,312.5,"2021-11-29 14:30:00+00",,"2022-11-24 12:40:25.257401+00","2022-11-24 12:40:25.257401+00","ROBINHOOD"
517,"SQ","BUY",0.454545,220,"2021-11-29 14:31:00+00",,"2022-11-24 12:40:25.262115+00","2022-11-24 12:40:25.262115+00","ROBINHOOD"
518,"XLNX","BUY",0.859535,232.68,"2021-11-30 14:30:00+00",,"2022-11-24 12:40:25.267105+00","2022-11-24 12:40:25.267105+00","ROBINHOOD"
519,"COIN","BUY",0.156025,320.46,"2021-11-30 14:30:00+00",,"2022-11-24 12:40:25.271945+00","2022-11-24 12:40:25.271946+00","ROBINHOOD"
520,"BTC","BUY",0.02,57219.3,"2021-12-01 10:07:00+00",,"2022-11-24 12:40:25.276571+00","2022-11-24 12:40:25.276571+00","ROBINHOOD"
521,"AMZN","BUY",0.056444,3543.34,"2021-12-01 14:30:00+00",,"2022-11-24 12:40:25.281271+00","2022-11-24 12:40:25.281271+00","ROBINHOOD"
522,"SQ","BUY",0.476339,209.93,"2021-12-01 14:30:00+00",,"2022-11-24 12:40:25.285883+00","2022-11-24 12:40:25.285883+00","ROBINHOOD"
523,"AAPL","BUY",0.597337,167.41,"2021-12-01 14:30:00+00",,"2022-11-24 12:40:25.290809+00","2022-11-24 12:40:25.290809+00","ROBINHOOD"
524,"TSLA","BUY",0.172413,1160.01,"2021-12-01 14:30:00+00",,"2022-11-24 12:40:25.295683+00","2022-11-24 12:40:25.295683+00","ROBINHOOD"
525,"COIN","BUY",0.33887,295.1,"2021-12-02 14:30:00+00",,"2022-11-24 12:40:25.301063+00","2022-11-24 12:40:25.301063+00","ROBINHOOD"
526,"SQ","BUY",1.566245,191.54,"2021-12-02 14:32:00+00",,"2022-11-24 12:40:25.306363+00","2022-11-24 12:40:25.306364+00","ROBINHOOD"
527,"COIN","BUY",0.350271,285.49,"2021-12-03 14:30:00+00",,"2022-11-24 12:40:25.311616+00","2022-11-24 12:40:25.311616+00","ROBINHOOD"
528,"SQ","BUY",1.104536,181.07,"2021-12-10 20:56:00+00",,"2022-11-24 12:40:25.3172+00","2022-11-24 12:40:25.3172+00","ROBINHOOD"
529,"NVDA","BUY",0.722595,276.78,"2021-12-14 14:30:00+00",,"2022-11-24 12:40:25.323538+00","2022-11-24 12:40:25.323538+00","ROBINHOOD"
530,"TSLA","BUY",0.211646,944.97,"2021-12-14 14:30:00+00",,"2022-11-24 12:40:25.328948+00","2022-11-24 12:40:25.328948+00","ROBINHOOD"
531,"SQ","BUY",1.16959,171,"2021-12-14 14:31:00+00",,"2022-11-24 12:40:25.333668+00","2022-11-24 12:40:25.333669+00","ROBINHOOD"
532,"SQ","BUY",1.237623,161.6,"2021-12-31 21:26:00+00",,"2022-11-24 12:40:25.33848+00","2022-11-24 12:40:25.33848+00","ROBINHOOD"
533,"NVDA","BUY",0.339841,294.26,"2021-12-31 21:26:00+00",,"2022-11-24 12:40:25.343638+00","2022-11-24 12:40:25.343638+00","ROBINHOOD"
534,"AAPL","BUY",1.126449,177.55,"2021-12-31 21:27:00+00",,"2022-11-24 12:40:25.351189+00","2022-11-24 12:40:25.351189+00","ROBINHOOD"
535,"COIN","BUY",0.390274,256.23,"2022-01-03 14:30:00+00",,"2022-11-24 12:40:25.357214+00","2022-11-24 12:40:25.357214+00","ROBINHOOD"
536,"SQ","BUY",1.39616,143.25,"2022-01-07 14:30:00+00",,"2022-11-24 12:40:25.363004+00","2022-11-24 12:40:25.363005+00","ROBINHOOD"
537,"ETH","SELL",2.6183,3303.14,"2022-01-14 23:55:00+00",,"2022-11-24 12:40:25.374604+00","2022-11-24 12:40:25.374604+00","ROBINHOOD"
538,"BTC","SELL",0.02,42991.55,"2022-01-14 23:55:00+00",,"2022-11-24 12:40:25.474055+00","2022-11-24 12:40:25.474055+00","ROBINHOOD"
539,"XLNX","SELL",7.272979,216.02,"2022-02-02 14:37:00+00",,"2022-11-24 12:40:25.486049+00","2022-11-24 12:40:25.486049+00","ROBINHOOD"
540,"AAPL","BUY",0.752782,132.84,"2022-06-13 13:30:00+00",,"2022-11-24 12:40:25.511834+00","2022-11-24 12:40:25.511835+00","ROBINHOOD"
541,"TSLA","BUY",0.074738,669,"2022-06-13 13:30:00+00",,"2022-11-24 12:40:25.516766+00","2022-11-24 12:40:25.516766+00","ROBINHOOD"
542,"AMZN","BUY",0.960694,104.09,"2022-06-13 13:30:00+00",,"2022-11-24 12:40:25.521578+00","2022-11-24 12:40:25.521578+00","ROBINHOOD"
543,"TSLA","BUY",0.133666,748.13,"2022-06-27 13:30:00+00",,"2022-11-24 12:40:25.527734+00","2022-11-24 12:40:25.527734+00","ROBINHOOD"
544,"AAPL","BUY",0.70077,142.7,"2022-06-27 13:30:00+00",,"2022-11-24 12:40:25.53365+00","2022-11-24 12:40:25.53365+00","ROBINHOOD"
545,"GOOG","BUY",0.041975,2382.37,"2022-06-27 13:30:00+00",,"2022-11-24 12:40:25.538582+00","2022-11-24 12:40:25.538582+00","ROBINHOOD"
546,"AMZN","BUY",0.876439,114.1,"2022-07-11 13:30:00+00",,"2022-11-24 12:40:25.543676+00","2022-11-24 12:40:25.543676+00","ROBINHOOD"
547,"MSFT","BUY",0.709849,281.75,"2022-08-04 13:30:00+00",,"2022-11-24 12:40:25.592534+00","2022-11-24 12:40:25.592534+00","ROBINHOOD"
548,"AMZN","BUY",0.701041,142.65,"2022-08-10 18:01:00+00",,"2022-11-24 12:40:25.597038+00","2022-11-24 12:40:25.597038+00","ROBINHOOD"
549,"NVDA","BUY",0.549194,182.09,"2022-08-11 17:40:00+00",,"2022-11-24 12:40:25.601457+00","2022-11-24 12:40:25.601457+00","ROBINHOOD"
550,"NVDA","BUY",2.326483,128.95,"2022-10-04 13:30:00+00",,"2022-11-24 12:40:25.635614+00","2022-11-24 12:40:25.635614+00","ROBINHOOD"
551,"AMZN","BUY",0.863667,115.79,"2022-10-21 15:16:00+00",,"2022-11-24 12:40:25.645461+00","2022-11-24 12:40:25.645461+00","ROBINHOOD"
552,"TSLA","BUY",0.437713,228.46,"2022-10-28 21:31:00+00",,"2022-11-24 12:40:25.651057+00","2022-11-24 12:40:25.651057+00","ROBINHOOD"
553,"AMZN","BUY",1.923079,104,"2022-11-01 13:30:00+00",,"2022-11-24 12:40:25.656303+00","2022-11-24 12:40:25.656303+00","ROBINHOOD"
554,"ABNB","BUY",0.9009,111,"2022-11-01 13:30:00+00",,"2022-11-24 12:40:25.661023+00","2022-11-24 12:40:25.661023+00","ROBINHOOD"
555,"CRM","BUY",1.212115,165,"2022-11-01 13:30:00+00",,"2022-11-24 12:40:25.665623+00","2022-11-24 12:40:25.665623+00","ROBINHOOD"
556,"NVDA","BUY",0.724621,138,"2022-11-01 13:30:00+00",,"2022-11-24 12:40:25.670376+00","2022-11-24 12:40:25.670376+00","ROBINHOOD"
557,"DIS","BUY",2.010353,99.49,"2022-11-04 19:49:00+00",,"2022-11-24 12:40:25.675119+00","2022-11-24 12:40:25.675119+00","ROBINHOOD"
558,"TSLA","BUY",0.483792,206.7,"2022-11-04 19:49:00+00",,"2022-11-24 12:40:25.679619+00","2022-11-24 12:40:25.679619+00","ROBINHOOD"
559,"AMZN","BUY",2.204342,90.73,"2022-11-04 19:50:00+00",,"2022-11-24 12:40:25.684254+00","2022-11-24 12:40:25.684254+00","ROBINHOOD"
560,"UAL","SELL",1.176844,42.49,"2022-11-04 19:50:00+00",,"2022-11-24 12:40:25.693216+00","2022-11-24 12:40:25.693216+00","ROBINHOOD"
561,"CRM","BUY",1.432151,139.65,"2022-11-04 19:51:00+00",,"2022-11-24 12:40:25.701922+00","2022-11-24 12:40:25.701922+00","ROBINHOOD"
562,"DIS","BUY",1.996007,100.2,"2022-11-07 19:19:00+00",,"2022-11-24 12:40:25.706797+00","2022-11-24 12:40:25.706798+00","ROBINHOOD"
563,"MSFT","SELL",4,244.86,"2022-11-22 21:09:00+00",,"2022-11-24 12:40:25.714049+00","2022-11-24 12:40:25.714049+00","ROBINHOOD"
564,"CRM","SELL",3,148.51,"2022-11-22 21:10:00+00",,"2022-11-24 12:40:25.728317+00","2022-11-24 12:40:25.728317+00","ROBINHOOD"
565,"COIN","SELL",13,43.16,"2022-11-22 21:11:00+00",,"2022-11-24 12:40:25.745686+00","2022-11-24 12:40:25.745686+00","ROBINHOOD"
566,"SQ","SELL",31,62.51,"2022-11-22 21:12:00+00",,"2022-11-24 12:40:25.795723+00","2022-11-24 12:40:25.795723+00","ROBINHOOD"
567,"SFIX","SELL",5,3.67,"2022-11-22 21:12:00+00",,"2022-11-24 12:40:25.878338+00","2022-11-24 12:40:25.878338+00","ROBINHOOD"
568,"DOGE","SELL",5306.22,0.077538,"2022-11-22 21:13:00+00",,"2022-11-24 12:40:25.893408+00","2022-11-24 12:40:25.893408+00","ROBINHOOD"
569,"GOOG","SELL",63,97.25,"2022-11-22 21:15:00+00",,"2022-11-24 12:40:25.913922+00","2022-11-24 12:40:25.913923+00","ROBINHOOD"
570,"DIS","SELL",7,96.1,"2022-11-22 21:15:00+00",,"2022-11-24 12:40:25.979986+00","2022-11-24 12:40:25.979986+00","ROBINHOOD"
571,"TSLA","SELL",19,169.98,"2022-11-22 21:16:00+00",,"2022-11-24 12:40:26.007382+00","2022-11-24 12:40:26.007382+00","ROBINHOOD"
572,"HOOD","SELL",2.724532,9.05,"2022-11-22 21:17:00+00",,"2022-11-24 12:40:26.042989+00","2022-11-24 12:40:26.042989+00","ROBINHOOD"
573,"AMZN","SELL",8,93.13,"2022-11-22 21:17:00+00",,"2022-11-24 12:40:26.052655+00","2022-11-24 12:40:26.052655+00","ROBINHOOD"
574,"UAL","SELL",8,43.39,"2022-11-22 21:18:00+00",,"2022-11-24 12:40:26.077333+00","2022-11-24 12:40:26.077333+00","ROBINHOOD"
575,"ABNB","SELL",8,95.16,"2022-11-22 21:37:00+00",,"2022-11-24 12:40:26.09008+00","2022-11-24 12:40:26.090081+00","ROBINHOOD"
576,"SPY","BUY",40,399.68,"2022-11-22 21:43:00+00",,"2022-11-24 12:40:26.11969+00","2022-11-24 12:40:26.11969+00","ROBINHOOD"
577,"TSLA","SELL",0.203586,169.9,"2022-11-22 21:46:00+00",,"2022-11-24 12:40:26.127257+00","2022-11-24 12:40:26.127257+00","ROBINHOOD"
578,"GOOG","SELL",0.0632,97.15,"2022-11-22 21:48:00+00",,"2022-11-24 12:40:26.140481+00","2022-11-24 12:40:26.140481+00","ROBINHOOD"
579,"COIN","SELL",0.466524,43.86,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.155327+00","2022-11-24 12:40:26.155327+00","ROBINHOOD"
580,"ABNB","SELL",0.432139,95.64,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.169601+00","2022-11-24 12:40:26.169602+00","ROBINHOOD"
581,"MSFT","SELL",0.009634,244.97,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.180032+00","2022-11-24 12:40:26.180032+00","ROBINHOOD"
582,"UAL","SELL",0.198896,43.54,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.189969+00","2022-11-24 12:40:26.189969+00","ROBINHOOD"
583,"TEAM","SELL",0.681328,117.07,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.199449+00","2022-11-24 12:40:26.199449+00","ROBINHOOD"
584,"SFIX","SELL",0.975959,3.77,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.209486+00","2022-11-24 12:40:26.209487+00","ROBINHOOD"
585,"SQ","SELL",0.921719,62.64,"2022-11-23 14:30:00+00",,"2022-11-24 12:40:26.219521+00","2022-11-24 12:40:26.219521+00","ROBINHOOD"
588,"SPY","SELL",5.05823,395.4,"2023-01-20 20:50:00+00",,"2023-02-28 06:18:40.289161+00","2023-02-28 06:18:40.289161+00","ROBINHOOD"
589,"SPY","SELL",12.362314,404.46,"2023-01-31 19:13:00+00",,"2023-02-28 06:18:40.336019+00","2023-02-28 06:18:40.336019+00","ROBINHOOD"
631,"VTI","BUY",2,191.12,"2023-01-06 00:00:00+00",,"2023-03-01 05:20:54.259459+00","2023-03-01 05:20:54.259459+00","TDA"
632,"TSLA","BUY",3,133.1162,"2023-01-20 00:00:00+00",,"2023-03-01 05:20:54.302793+00","2023-03-01 05:20:54.302793+00","TDA"
633,"SQ","BUY",4,76.1832,"2023-01-20 00:00:00+00",,"2023-03-01 05:20:54.310242+00","2023-03-01 05:20:54.310242+00","TDA"
634,"MSFT","BUY",3,239.995,"2023-01-20 00:00:00+00",,"2023-03-01 05:20:54.316117+00","2023-03-01 05:20:54.316117+00","TDA"
635,"TSLA","BUY",4,169.4399,"2023-01-30 00:00:00+00",,"2023-03-01 05:20:54.322897+00","2023-03-01 05:20:54.322897+00","TDA"
636,"COIN","BUY",4,59.38,"2023-01-31 00:00:00+00",,"2023-03-01 05:20:54.330456+00","2023-03-01 05:20:54.330456+00","TDA"
637,"GOOG","BUY",10,97.2464,"2023-02-16 00:00:00+00",,"2023-03-01 05:20:54.337068+00","2023-03-01 05:20:54.337068+00","TDA"
638,"NVDA","BUY",5,224.85,"2023-02-16 00:00:00+00",,"2023-03-01 05:20:54.345277+00","2023-03-01 05:20:54.345277+00","TDA"
639,"MSFT","BUY",3,265.2154,"2023-02-16 00:00:00+00",,"2023-03-01 05:20:54.351816+00","2023-03-01 05:20:54.351816+00","TDA"
640,"AAPL","BUY",10,152.1,"2023-02-17 00:00:00+00",,"2023-03-01 05:20:54.359292+00","2023-03-01 05:20:54.359293+00","TDA"
641,"TSLA","BUY",5,197.855,"2023-02-23 00:00:00+00",,"2023-03-01 05:20:54.366169+00","2023-03-01 05:20:54.366169+00","TDA"
