"trade_id","symbol","action","quantity","cost_basis","date","description","created_at","modified_at","custodian"
161,"BTC","SELL",0.00363704,54944.77,"2021-02-19 18:34:00+00",,"2022-11-24 12:40:22.621342+00","2022-11-24 12:40:22.621342+00","ROBINHOOD"
162,"NVDA","BUY",0.695833,574.85,"2021-02-22 21:22:00+00",,"2022-11-24 12:40:22.626657+00","2022-11-24 12:40:22.626657+00","ROBINHOOD"
163,"SNAP","SELL",5,59.9,"2021-02-23 14:36:00+00",,"2022-11-24 12:40:22.634605+00","2022-11-24 12:40:22.634605+00","ROBINHOOD"
164,"SNAP","SELL",0.041415,66.88,"2021-02-23 19:41:00+00",,"2022-11-24 12:40:22.653913+00","2022-11-24 12:40:22.653913+00","ROBINHOOD"
165,"BTC","BUY",0.00403861,49520.1,"2021-02-24 19:24:00+00",,"2022-11-24 12:40:22.66151+00","2022-11-24 12:40:22.66151+00","ROBINHOOD"
166,"ETH","BUY",0.061309,1631.07,"2021-02-24 19:25:00+00",,"2022-11-24 12:40:22.667032+00","2022-11-24 12:40:22.667032+00","ROBINHOOD"
167,"NVDA","BUY",0.322303,465.4,"2021-03-08 21:26:00+00",,"2022-11-24 12:40:22.672725+00","2022-11-24 12:40:22.672725+00","ROBINHOOD"
168,"TSLA","BUY",0.355302,562.9,"2021-03-08 21:27:00+00",,"2022-11-24 12:40:22.683464+00","2022-11-24 12:40:22.683464+00","ROBINHOOD"
169,"GOOG","BUY",0.049243,2030.75,"2021-03-08 21:27:00+00",,"2022-11-24 12:40:22.688708+00","2022-11-24 12:40:22.688709+00","ROBINHOOD"
170,"AAPL","BUY",0.858369,116.5,"2021-03-08 21:27:00+00",,"2022-11-24 12:40:22.692063+00","2022-11-24 12:40:22.692063+00","ROBINHOOD"
171,"SNAP","BUY",1.888343,52.96,"2021-03-08 21:30:00+00",,"2022-11-24 12:40:22.695054+00","2022-11-24 12:40:22.695054+00","ROBINHOOD"
172,"ABNB","BUY",0.81119,184.91,"2021-03-09 14:30:00+00",,"2022-11-24 12:40:22.698104+00","2022-11-24 12:40:22.698104+00","ROBINHOOD"
173,"UAL","BUY",1.860465,53.75,"2021-03-09 14:30:00+00",,"2022-11-24 12:40:22.701066+00","2022-11-24 12:40:22.701066+00","ROBINHOOD"
174,"BTC","BUY",0.00088271,56642.19,"2021-03-15 23:32:00+00",,"2022-11-24 12:40:22.704577+00","2022-11-24 12:40:22.704577+00","ROBINHOOD"
175,"ETH","BUY",0.027694,1805.42,"2021-03-15 23:32:00+00",,"2022-11-24 12:40:22.707528+00","2022-11-24 12:40:22.707528+00","ROBINHOOD"
176,"AAPL","SELL",9.985821,125.71,"2021-03-16 13:30:00+00",,"2022-11-24 12:40:22.719676+00","2022-11-24 12:40:22.719676+00","ROBINHOOD"
177,"SNAP","SELL",1.888343,64.5,"2021-03-16 13:30:00+00",,"2022-11-24 12:40:22.742689+00","2022-11-24 12:40:22.742689+00","ROBINHOOD"
178,"TEAM","SELL",0.990946,237.35,"2021-03-16 13:30:00+00",,"2022-11-24 12:40:22.751067+00","2022-11-24 12:40:22.751067+00","ROBINHOOD"
179,"TSLA","SELL",2.478245,703.42,"2021-03-16 13:30:00+00",,"2022-11-24 12:40:22.765669+00","2022-11-24 12:40:22.765669+00","ROBINHOOD"
180,"UAL","BUY",0.119849,61.16,"2021-03-16 13:30:00+00",,"2022-11-24 12:40:22.779508+00","2022-11-24 12:40:22.779508+00","ROBINHOOD"
181,"GOOG","SELL",0.170627,2078.98,"2021-03-16 13:30:00+00",,"2022-11-24 12:40:22.787681+00","2022-11-24 12:40:22.787681+00","ROBINHOOD"
182,"SQ","SELL",1.009785,252,"2021-03-16 13:33:00+00",,"2022-11-24 12:40:22.831526+00","2022-11-24 12:40:22.831526+00","ROBINHOOD"
183,"ABNB","BUY",2.553652,195.8,"2021-03-17 17:24:00+00",,"2022-11-24 12:40:22.840105+00","2022-11-24 12:40:22.840105+00","ROBINHOOD"
184,"BTC","BUY",0.00902873,55378.39,"2021-03-17 17:25:00+00",,"2022-11-24 12:40:22.843035+00","2022-11-24 12:40:22.843035+00","ROBINHOOD"
185,"ETH","BUY",0.27898,1792.33,"2021-03-17 17:25:00+00",,"2022-11-24 12:40:22.848288+00","2022-11-24 12:40:22.848288+00","ROBINHOOD"
186,"UAL","BUY",1.651391,60.56,"2021-03-17 17:26:00+00",,"2022-11-24 12:40:22.852108+00","2022-11-24 12:40:22.852108+00","ROBINHOOD"
187,"NVDA","BUY",0.196039,510.1,"2021-03-18 21:05:00+00",,"2022-11-24 12:40:22.856495+00","2022-11-24 12:40:22.856495+00","ROBINHOOD"
188,"BTC","BUY",0.00173118,57764.04,"2021-03-18 21:06:00+00",,"2022-11-24 12:40:22.861055+00","2022-11-24 12:40:22.861055+00","ROBINHOOD"
189,"ETH","BUY",0.056268,1777.21,"2021-03-18 21:06:00+00",,"2022-11-24 12:40:22.865086+00","2022-11-24 12:40:22.865087+00","ROBINHOOD"
190,"UAL","BUY",1.641238,60.93,"2021-03-19 13:30:00+00",,"2022-11-24 12:40:22.870055+00","2022-11-24 12:40:22.870055+00","ROBINHOOD"
191,"ABNB","BUY",2,190,"2021-03-19 13:40:00+00",,"2022-11-24 12:40:22.87508+00","2022-11-24 12:40:22.87508+00","ROBINHOOD"
192,"ETH","BUY",0.282182,1771.86,"2021-03-21 10:29:00+00",,"2022-11-24 12:40:22.879969+00","2022-11-24 12:40:22.879969+00","ROBINHOOD"
193,"BTC","BUY",0.00887495,56332.37,"2021-03-21 10:30:00+00",,"2022-11-24 12:40:22.886698+00","2022-11-24 12:40:22.886698+00","ROBINHOOD"
194,"ETH","BUY",0.296412,1686.84,"2021-03-22 22:35:00+00",,"2022-11-24 12:40:22.892499+00","2022-11-24 12:40:22.892499+00","ROBINHOOD"
195,"BTC","BUY",0.00918379,54443.52,"2021-03-22 22:35:00+00",,"2022-11-24 12:40:22.897966+00","2022-11-24 12:40:22.897966+00","ROBINHOOD"
196,"BTC","BUY",0.00460925,54238.71,"2021-03-23 08:08:00+00",,"2022-11-24 12:40:22.903482+00","2022-11-24 12:40:22.903482+00","ROBINHOOD"
197,"ETH","BUY",0.149005,1677.87,"2021-03-23 08:08:00+00",,"2022-11-24 12:40:22.906876+00","2022-11-24 12:40:22.906876+00","ROBINHOOD"
198,"UAL","BUY",8.928571,56,"2021-03-23 15:20:00+00",,"2022-11-24 12:40:22.910398+00","2022-11-24 12:40:22.910398+00","ROBINHOOD"
199,"NVDA","SELL",0.187908,532.18,"2021-03-23 15:21:00+00",,"2022-11-24 12:40:22.919938+00","2022-11-24 12:40:22.919938+00","ROBINHOOD"
200,"NVDA","SELL",0.247005,526.31,"2021-03-23 18:01:00+00",,"2022-11-24 12:40:22.931368+00","2022-11-24 12:40:22.931368+00","ROBINHOOD"
201,"UAL","BUY",3.652634,54.76,"2021-03-23 18:06:00+00",,"2022-11-24 12:40:22.938485+00","2022-11-24 12:40:22.938485+00","ROBINHOOD"
202,"BTC","BUY",0.00180409,55429.53,"2021-03-24 07:46:00+00",,"2022-11-24 12:40:22.943473+00","2022-11-24 12:40:22.943473+00","ROBINHOOD"
203,"ETH","BUY",0.059026,1694,"2021-03-24 07:47:00+00",,"2022-11-24 12:40:22.948978+00","2022-11-24 12:40:22.948978+00","ROBINHOOD"
204,"ABNB","BUY",1.10485,181.02,"2021-03-24 19:22:00+00",,"2022-11-24 12:40:22.953612+00","2022-11-24 12:40:22.953612+00","ROBINHOOD"
205,"UAL","BUY",3.667858,54.53,"2021-03-24 19:25:00+00",,"2022-11-24 12:40:22.958038+00","2022-11-24 12:40:22.958038+00","ROBINHOOD"
206,"NVDA","SELL",0.194943,512.97,"2021-03-26 21:17:00+00",,"2022-11-24 12:40:22.965073+00","2022-11-24 12:40:22.965074+00","ROBINHOOD"
207,"ABNB","BUY",0.570255,175.36,"2021-03-29 13:30:00+00",,"2022-11-24 12:40:22.978229+00","2022-11-24 12:40:22.978229+00","ROBINHOOD"
208,"NVDA","SELL",0.135695,515.86,"2021-03-29 18:30:00+00",,"2022-11-24 12:40:22.987876+00","2022-11-24 12:40:22.987876+00","ROBINHOOD"
209,"ABNB","BUY",0.442221,180.91,"2021-03-29 18:31:00+00",,"2022-11-24 12:40:22.999267+00","2022-11-24 12:40:22.999267+00","ROBINHOOD"
210,"AAPL","BUY",0.008186,122.16,"2021-03-31 13:41:00+00",,"2022-11-24 12:40:23.00413+00","2022-11-24 12:40:23.00413+00","ROBINHOOD"
211,"AAPL","SELL",0.008186,122.16,"2021-03-31 13:42:00+00",,"2022-11-24 12:40:23.011779+00","2022-11-24 12:40:23.011779+00","ROBINHOOD"
212,"AAPL","BUY",4.069675,122.86,"2021-03-31 13:57:00+00",,"2022-11-24 12:40:23.019+00","2022-11-24 12:40:23.019+00","ROBINHOOD"
213,"UAL","BUY",3.463883,57.74,"2021-03-31 14:00:00+00",,"2022-11-24 12:40:23.023583+00","2022-11-24 12:40:23.023583+00","ROBINHOOD"
214,"NVDA","BUY",0.564796,531.17,"2021-03-31 14:03:00+00",,"2022-11-24 12:40:23.028471+00","2022-11-24 12:40:23.028471+00","ROBINHOOD"
215,"ETH","SELL",0.519133,1925.74,"2021-04-01 00:12:00+00",,"2022-11-24 12:40:23.036114+00","2022-11-24 12:40:23.036114+00","ROBINHOOD"
216,"ETH","BUY",0.257416,1942.33,"2021-04-01 09:59:00+00",,"2022-11-24 12:40:23.05921+00","2022-11-24 12:40:23.05921+00","ROBINHOOD"
217,"NVDA","SELL",1.01342,542.97,"2021-04-01 13:30:00+00",,"2022-11-24 12:40:23.066526+00","2022-11-24 12:40:23.066526+00","ROBINHOOD"
218,"UAL","BUY",8.647858,57.82,"2021-04-01 19:59:00+00",,"2022-11-24 12:40:23.07885+00","2022-11-24 12:40:23.07885+00","ROBINHOOD"
219,"AAPL","BUY",1.626743,122.95,"2021-04-01 20:00:00+00",,"2022-11-24 12:40:23.084144+00","2022-11-24 12:40:23.084144+00","ROBINHOOD"
220,"BTC","BUY",0.00042418,58936.09,"2021-04-01 20:01:00+00",,"2022-11-24 12:40:23.09004+00","2022-11-24 12:40:23.09004+00","ROBINHOOD"
221,"ETH","BUY",0.012665,1973.69,"2021-04-01 20:01:00+00",,"2022-11-24 12:40:23.09497+00","2022-11-24 12:40:23.094971+00","ROBINHOOD"
222,"ETH","SELL",0.249814,2001.68,"2021-04-02 08:05:00+00",,"2022-11-24 12:40:23.102806+00","2022-11-24 12:40:23.102806+00","ROBINHOOD"
223,"ETH","SELL",0.249983,2000.21,"2021-04-02 08:10:00+00",,"2022-11-24 12:40:23.119378+00","2022-11-24 12:40:23.119378+00","ROBINHOOD"
224,"ETH","SELL",0.251454,1988.48,"2021-04-02 09:32:00+00",,"2022-11-24 12:40:23.132143+00","2022-11-24 12:40:23.132143+00","ROBINHOOD"
225,"ETH","SELL",0.145397,2063.32,"2021-04-02 15:49:00+00",,"2022-11-24 12:40:23.143166+00","2022-11-24 12:40:23.143166+00","ROBINHOOD"
226,"ETH","BUY",0.047708,2096.35,"2021-04-02 20:48:00+00",,"2022-11-24 12:40:23.153612+00","2022-11-24 12:40:23.153612+00","ROBINHOOD"
227,"ETH","SELL",0.047772,2093.34,"2021-04-03 02:22:00+00",,"2022-11-24 12:40:23.160733+00","2022-11-24 12:40:23.160733+00","ROBINHOOD"
228,"ETH","SELL",0.238991,2092.13,"2021-04-03 02:24:00+00",,"2022-11-24 12:40:23.172963+00","2022-11-24 12:40:23.172964+00","ROBINHOOD"
229,"ETH","SELL",0.131912,2102.39,"2021-04-03 03:30:00+00",,"2022-11-24 12:40:23.18522+00","2022-11-24 12:40:23.18522+00","ROBINHOOD"
230,"BTC","SELL",0.00176256,56735.86,"2021-04-04 00:13:00+00",,"2022-11-24 12:40:23.199449+00","2022-11-24 12:40:23.199449+00","ROBINHOOD"
231,"ETH","BUY",0.05025,1989.97,"2021-04-04 01:33:00+00",,"2022-11-24 12:40:23.20683+00","2022-11-24 12:40:23.206831+00","ROBINHOOD"
232,"ETH","BUY",0.497393,2010.5,"2021-04-04 05:55:00+00",,"2022-11-24 12:40:23.211488+00","2022-11-24 12:40:23.211488+00","ROBINHOOD"
233,"BTC","BUY",0.00173896,57506.51,"2021-04-04 05:56:00+00",,"2022-11-24 12:40:23.216578+00","2022-11-24 12:40:23.216578+00","ROBINHOOD"
234,"ETH","BUY",0.247772,2017.98,"2021-04-04 06:06:00+00",,"2022-11-24 12:40:23.221699+00","2022-11-24 12:40:23.221699+00","ROBINHOOD"
235,"BTC","BUY",0.00173846,57522.74,"2021-04-04 06:07:00+00",,"2022-11-24 12:40:23.226589+00","2022-11-24 12:40:23.226589+00","ROBINHOOD"
236,"ETH","BUY",0.248371,2013.07,"2021-04-04 06:45:00+00",,"2022-11-24 12:40:23.231247+00","2022-11-24 12:40:23.231247+00","ROBINHOOD"
237,"ETH","BUY",0.049179,2033.24,"2021-04-04 08:09:00+00",,"2022-11-24 12:40:23.236019+00","2022-11-24 12:40:23.23602+00","ROBINHOOD"
238,"ETH","BUY",0.098178,2037.09,"2021-04-04 08:58:00+00",,"2022-11-24 12:40:23.240906+00","2022-11-24 12:40:23.240907+00","ROBINHOOD"
239,"ETH","BUY",0.049166,2035.9,"2021-04-05 04:05:00+00",,"2022-11-24 12:40:23.245773+00","2022-11-24 12:40:23.245773+00","ROBINHOOD"
240,"ETH","BUY",0.089752,2027.42,"2021-04-05 04:59:00+00",,"2022-11-24 12:40:23.250587+00","2022-11-24 12:40:23.250587+00","ROBINHOOD"
241,"ABNB","BUY",1.565271,191.66,"2021-04-05 13:30:00+00",,"2022-11-24 12:40:23.255394+00","2022-11-24 12:40:23.255394+00","ROBINHOOD"
242,"UAL","BUY",5.058168,59.31,"2021-04-05 13:30:00+00",,"2022-11-24 12:40:23.259996+00","2022-11-24 12:40:23.259997+00","ROBINHOOD"
243,"TSLA","BUY",0.706214,708,"2021-04-05 13:30:00+00",,"2022-11-24 12:40:23.264948+00","2022-11-24 12:40:23.264949+00","ROBINHOOD"
244,"AAPL","SELL",1.617045,123.68,"2021-04-05 13:30:00+00",,"2022-11-24 12:40:23.272048+00","2022-11-24 12:40:23.272048+00","ROBINHOOD"
245,"TSLA","BUY",0.287932,694.61,"2021-04-05 13:58:00+00",,"2022-11-24 12:40:23.279234+00","2022-11-24 12:40:23.279234+00","ROBINHOOD"
246,"ETH","BUY",0.251788,1985.31,"2021-04-07 17:24:00+00",,"2022-11-24 12:40:23.283905+00","2022-11-24 12:40:23.283906+00","ROBINHOOD"
247,"BTC","BUY",0.00889647,56199.67,"2021-04-07 17:24:00+00",,"2022-11-24 12:40:23.29005+00","2022-11-24 12:40:23.29005+00","ROBINHOOD"
248,"ABNB","BUY",2.753434,181.59,"2021-04-07 17:24:00+00",,"2022-11-24 12:40:23.29511+00","2022-11-24 12:40:23.29511+00","ROBINHOOD"
249,"TSLA","BUY",0.738152,677.37,"2021-04-07 17:25:00+00",,"2022-11-24 12:40:23.299846+00","2022-11-24 12:40:23.299846+00","ROBINHOOD"
250,"ETH","BUY",0.127532,1960.06,"2021-04-07 19:06:00+00",,"2022-11-24 12:40:23.304447+00","2022-11-24 12:40:23.304447+00","ROBINHOOD"
251,"BTC","BUY",0.00447842,55824.75,"2021-04-07 19:07:00+00",,"2022-11-24 12:40:23.309103+00","2022-11-24 12:40:23.309104+00","ROBINHOOD"
252,"TSLA","BUY",0.370148,675.41,"2021-04-07 19:07:00+00",,"2022-11-24 12:40:23.313869+00","2022-11-24 12:40:23.313869+00","ROBINHOOD"
253,"ABNB","BUY",1.390441,179.8,"2021-04-07 19:07:00+00",,"2022-11-24 12:40:23.319003+00","2022-11-24 12:40:23.319003+00","ROBINHOOD"
254,"ETH","BUY",0.126198,1980.95,"2021-04-07 19:55:00+00",,"2022-11-24 12:40:23.323829+00","2022-11-24 12:40:23.323829+00","ROBINHOOD"
255,"BTC","BUY",0.00446162,56029.76,"2021-04-07 19:55:00+00",,"2022-11-24 12:40:23.328964+00","2022-11-24 12:40:23.328964+00","ROBINHOOD"
256,"ABNB","BUY",0.555601,179.99,"2021-04-07 19:56:00+00",,"2022-11-24 12:40:23.333684+00","2022-11-24 12:40:23.333684+00","ROBINHOOD"
257,"TSLA","BUY",0.149089,670.74,"2021-04-07 19:56:00+00",,"2022-11-24 12:40:23.338415+00","2022-11-24 12:40:23.338415+00","ROBINHOOD"
258,"AAPL","BUY",2.308935,129.93,"2021-04-09 13:30:00+00",,"2022-11-24 12:40:23.343044+00","2022-11-24 12:40:23.343044+00","ROBINHOOD"
259,"ETH","SELL",0.086613,2309.08,"2021-04-13 18:12:00+00",,"2022-11-24 12:40:23.350416+00","2022-11-24 12:40:23.350416+00","ROBINHOOD"
260,"BTC","SELL",0.0031507,63476.74,"2021-04-13 18:12:00+00",,"2022-11-24 12:40:23.363033+00","2022-11-24 12:40:23.363033+00","ROBINHOOD"
261,"ABNB","BUY",0.568731,175.83,"2021-04-13 18:13:00+00",,"2022-11-24 12:40:23.380836+00","2022-11-24 12:40:23.380836+00","ROBINHOOD"
262,"NVDA","BUY",0.080347,622.3,"2021-04-13 18:17:00+00",,"2022-11-24 12:40:23.385676+00","2022-11-24 12:40:23.385676+00","ROBINHOOD"
263,"GOOG","BUY",0.022102,2262.24,"2021-04-13 18:18:00+00",,"2022-11-24 12:40:23.390493+00","2022-11-24 12:40:23.390493+00","ROBINHOOD"
264,"ETH","BUY",0.04326,2311.6,"2021-04-13 18:20:00+00",,"2022-11-24 12:40:23.395415+00","2022-11-24 12:40:23.395415+00","ROBINHOOD"
265,"BTC","BUY",0.00078711,63526.23,"2021-04-13 18:20:00+00",,"2022-11-24 12:40:23.399829+00","2022-11-24 12:40:23.39983+00","ROBINHOOD"
266,"TSLA","BUY",0.066262,754.58,"2021-04-13 18:25:00+00",,"2022-11-24 12:40:23.404728+00","2022-11-24 12:40:23.404728+00","ROBINHOOD"
267,"BTC","SELL",0.0079054,63249,"2021-04-13 18:41:00+00",,"2022-11-24 12:40:23.412534+00","2022-11-24 12:40:23.412535+00","ROBINHOOD"
268,"ETH","SELL",0.130526,2298.39,"2021-04-13 18:41:00+00",,"2022-11-24 12:40:23.436919+00","2022-11-24 12:40:23.436919+00","ROBINHOOD"
269,"BTC","BUY",0.00156732,63804.11,"2021-04-14 00:02:00+00",,"2022-11-24 12:40:23.44639+00","2022-11-24 12:40:23.44639+00","ROBINHOOD"
270,"BTC","SELL",0.00155878,64153.25,"2021-04-14 06:06:00+00",,"2022-11-24 12:40:23.454342+00","2022-11-24 12:40:23.454342+00","ROBINHOOD"
271,"COIN","BUY",2,381,"2021-04-14 17:26:00+00",,"2022-11-24 12:40:23.461586+00","2022-11-24 12:40:23.461586+00","ROBINHOOD"
272,"COIN","SELL",2,333.9,"2021-04-14 19:22:00+00",,"2022-11-24 12:40:23.468821+00","2022-11-24 12:40:23.468821+00","ROBINHOOD"
273,"BTC","BUY",0.0032253,62009.58,"2021-04-14 19:26:00+00",,"2022-11-24 12:40:23.475882+00","2022-11-24 12:40:23.475883+00","ROBINHOOD"
274,"NVDA","BUY",0.162686,614.68,"2021-04-14 19:27:00+00",,"2022-11-24 12:40:23.480644+00","2022-11-24 12:40:23.480644+00","ROBINHOOD"
275,"BTC","BUY",0.0031782,62925.11,"2021-04-15 08:15:00+00",,"2022-11-24 12:40:23.486993+00","2022-11-24 12:40:23.486993+00","ROBINHOOD"
276,"BTC","BUY",0.00080344,62232.56,"2021-04-15 11:01:00+00",,"2022-11-24 12:40:23.49249+00","2022-11-24 12:40:23.49249+00","ROBINHOOD"
277,"BTC","BUY",0.00080176,62372.46,"2021-04-15 11:18:00+00",,"2022-11-24 12:40:23.497796+00","2022-11-24 12:40:23.497797+00","ROBINHOOD"
278,"ETH","BUY",0.020621,2424.65,"2021-04-15 11:18:00+00",,"2022-11-24 12:40:23.502978+00","2022-11-24 12:40:23.502979+00","ROBINHOOD"
279,"BTC","BUY",0.00081166,61601.54,"2021-04-16 08:16:00+00",,"2022-11-24 12:40:23.507565+00","2022-11-24 12:40:23.507565+00","ROBINHOOD"
280,"UAL","SELL",8.893037,56.22,"2021-04-16 15:22:00+00",,"2022-11-24 12:40:23.516058+00","2022-11-24 12:40:23.516059+00","ROBINHOOD"
281,"ABNB","SELL",2.836092,176.3,"2021-04-16 15:22:00+00",,"2022-11-24 12:40:23.540359+00","2022-11-24 12:40:23.540359+00","ROBINHOOD"
282,"BTC","BUY",0.0081273,61522.63,"2021-04-16 15:26:00+00",,"2022-11-24 12:40:23.564169+00","2022-11-24 12:40:23.56417+00","ROBINHOOD"
283,"ETH","BUY",0.207532,2409.9,"2021-04-16 15:26:00+00",,"2022-11-24 12:40:23.569113+00","2022-11-24 12:40:23.569114+00","ROBINHOOD"
284,"AAPL","SELL",2.24272,133.77,"2021-04-16 15:28:00+00",,"2022-11-24 12:40:23.57604+00","2022-11-24 12:40:23.57604+00","ROBINHOOD"
285,"GOOG","BUY",0.130895,2291.91,"2021-04-16 15:28:00+00",,"2022-11-24 12:40:23.583428+00","2022-11-24 12:40:23.583428+00","ROBINHOOD"
286,"ABNB","SELL",1.692723,177.23,"2021-04-16 17:28:00+00",,"2022-11-24 12:40:23.590597+00","2022-11-24 12:40:23.590597+00","ROBINHOOD"
287,"NVDA","BUY",0.156691,638.2,"2021-04-16 17:30:00+00",,"2022-11-24 12:40:23.597924+00","2022-11-24 12:40:23.597924+00","ROBINHOOD"
288,"BTC","BUY",0.00165925,60263.93,"2021-04-17 18:12:00+00",,"2022-11-24 12:40:23.60332+00","2022-11-24 12:40:23.60332+00","ROBINHOOD"
289,"ETH","BUY",0.040223,2361.83,"2021-04-17 18:12:00+00",,"2022-11-24 12:40:23.608244+00","2022-11-24 12:40:23.608244+00","ROBINHOOD"
290,"BTC","BUY",0.00361004,55385.74,"2021-04-18 04:18:00+00",,"2022-11-24 12:40:23.612876+00","2022-11-24 12:40:23.612876+00","ROBINHOOD"
291,"ETH","BUY",0.093007,2149.87,"2021-04-18 04:18:00+00",,"2022-11-24 12:40:23.617663+00","2022-11-24 12:40:23.617664+00","ROBINHOOD"
292,"ETH","BUY",0.091429,2190.11,"2021-04-18 04:26:00+00",,"2022-11-24 12:40:23.622805+00","2022-11-24 12:40:23.622805+00","ROBINHOOD"
293,"BTC","BUY",0.00359577,55640.45,"2021-04-18 04:26:00+00",,"2022-11-24 12:40:23.627447+00","2022-11-24 12:40:23.627447+00","ROBINHOOD"
294,"BTC","BUY",0.0017858,56030.99,"2021-04-18 04:34:00+00",,"2022-11-24 12:40:23.632504+00","2022-11-24 12:40:23.632504+00","ROBINHOOD"
295,"ETH","BUY",0.045309,2207.18,"2021-04-18 04:34:00+00",,"2022-11-24 12:40:23.637196+00","2022-11-24 12:40:23.637196+00","ROBINHOOD"
296,"ETH","BUY",0.045728,2186.77,"2021-04-18 08:39:00+00",,"2022-11-24 12:40:23.642061+00","2022-11-24 12:40:23.642062+00","ROBINHOOD"
297,"BTC","BUY",0.00178024,56179.96,"2021-04-18 08:40:00+00",,"2022-11-24 12:40:23.646703+00","2022-11-24 12:40:23.646704+00","ROBINHOOD"
298,"BTC","BUY",0.00180986,55257.31,"2021-04-18 17:57:00+00",,"2022-11-24 12:40:23.651472+00","2022-11-24 12:40:23.651473+00","ROBINHOOD"
299,"ETH","BUY",0.046568,2147.82,"2021-04-18 17:57:00+00",,"2022-11-24 12:40:23.656277+00","2022-11-24 12:40:23.656278+00","ROBINHOOD"
300,"SFIX","BUY",0.217491,45.98,"2021-04-19 13:30:00+00",,"2022-11-24 12:40:23.661195+00","2022-11-24 12:40:23.661195+00","ROBINHOOD"
301,"BTC","BUY",0.00274287,54699.3,"2021-04-20 00:45:00+00",,"2022-11-24 12:40:23.666297+00","2022-11-24 12:40:23.666297+00","ROBINHOOD"
302,"ETH","BUY",0.071824,2087.82,"2021-04-20 00:45:00+00",,"2022-11-24 12:40:23.670999+00","2022-11-24 12:40:23.670999+00","ROBINHOOD"
303,"ETH","BUY",0.047345,2111.92,"2021-04-20 03:54:00+00",,"2022-11-24 12:40:23.675864+00","2022-11-24 12:40:23.675864+00","ROBINHOOD"
304,"BTC","BUY",0.00182604,54761.48,"2021-04-20 03:54:00+00",,"2022-11-24 12:40:23.680879+00","2022-11-24 12:40:23.680879+00","ROBINHOOD"
305,"DOGE","BUY",23,0.429573,"2021-04-20 05:05:00+00",,"2022-11-24 12:40:23.685681+00","2022-11-24 12:40:23.685681+00","ROBINHOOD"
306,"ABNB","SELL",5.763027,173.52,"2021-04-20 13:30:00+00",,"2022-11-24 12:40:23.693063+00","2022-11-24 12:40:23.693063+00","ROBINHOOD"
307,"TSLA","SELL",1.394683,717.01,"2021-04-20 16:40:00+00",,"2022-11-24 12:40:23.719156+00","2022-11-24 12:40:23.719156+00","ROBINHOOD"
308,"COIN","BUY",0.640457,312.28,"2021-04-21 13:30:00+00",,"2022-11-24 12:40:23.732218+00","2022-11-24 12:40:23.732218+00","ROBINHOOD"
309,"BTC","BUY",0.003639,54960.66,"2021-04-21 21:56:00+00",,"2022-11-24 12:40:23.737431+00","2022-11-24 12:40:23.737432+00","ROBINHOOD"
310,"BTC","BUY",0.00186157,53715.05,"2021-04-22 08:35:00+00",,"2022-11-24 12:40:23.742446+00","2022-11-24 12:40:23.742446+00","ROBINHOOD"
311,"BTC","BUY",0.00186904,53480.13,"2021-04-22 18:17:00+00",,"2022-11-24 12:40:23.751999+00","2022-11-24 12:40:23.751999+00","ROBINHOOD"
312,"BTC","BUY",0.00299215,50323.03,"2021-04-23 03:10:00+00",,"2022-11-24 12:40:23.756511+00","2022-11-24 12:40:23.756511+00","ROBINHOOD"
313,"BTC","BUY",0.00202519,49382.68,"2021-04-23 14:12:00+00",,"2022-11-24 12:40:23.760288+00","2022-11-24 12:40:23.760288+00","ROBINHOOD"
314,"ETH","BUY",0.044336,2254.52,"2021-04-23 14:13:00+00",,"2022-11-24 12:40:23.763899+00","2022-11-24 12:40:23.763899+00","ROBINHOOD"
315,"ABNB","SELL",1.697792,176.7,"2021-04-23 18:05:00+00",,"2022-11-24 12:40:23.771297+00","2022-11-24 12:40:23.771297+00","ROBINHOOD"
316,"NVDA","BUY",0.164128,609.28,"2021-04-23 18:06:00+00",,"2022-11-24 12:40:23.782679+00","2022-11-24 12:40:23.782679+00","ROBINHOOD"
317,"BTC","BUY",0.00199643,50084.78,"2021-04-23 18:07:00+00",,"2022-11-24 12:40:23.787696+00","2022-11-24 12:40:23.787696+00","ROBINHOOD"
318,"AAPL","SELL",1.483808,134.79,"2021-04-23 18:07:00+00",,"2022-11-24 12:40:23.79591+00","2022-11-24 12:40:23.79591+00","ROBINHOOD"
319,"BTC","BUY",0.00200579,49847.14,"2021-04-25 19:07:00+00",,"2022-11-24 12:40:23.80645+00","2022-11-24 12:40:23.80645+00","ROBINHOOD"
320,"ETH","BUY",0.043202,2314.04,"2021-04-25 19:08:00+00",,"2022-11-24 12:40:23.81129+00","2022-11-24 12:40:23.81129+00","ROBINHOOD"
321,"BTC","BUY",0.00105089,47574.41,"2021-04-25 21:36:00+00",,"2022-11-24 12:40:23.816457+00","2022-11-24 12:40:23.816457+00","ROBINHOOD"
322,"BTC","BUY",0.00104544,47824.59,"2021-04-25 21:41:00+00",,"2022-11-24 12:40:23.821872+00","2022-11-24 12:40:23.821872+00","ROBINHOOD"
323,"BTC","BUY",0.00628199,47778.82,"2021-04-25 21:50:00+00",,"2022-11-24 12:40:23.827315+00","2022-11-24 12:40:23.827315+00","ROBINHOOD"
324,"BTC","BUY",0.00104652,47781.47,"2021-04-25 22:03:00+00",,"2022-11-24 12:40:23.832342+00","2022-11-24 12:40:23.832342+00","ROBINHOOD"
